Coluna;;CNAE 2.0 Div
UF;Ano;Fabricação de Produtos Alimentícios;Fabricação de Bebidas;Fabricação de Produtos do Fumo;Fabricação de Produtos Têxteis;Confecção de Artigos do Vestuário e Acessórios;Preparação de Couros e Fabricação de Artefatos de Couro, Artigos para Viagem e Calçados;Fabricação de Produtos de Madeira;Fabricação de Celulose, Papel e Produtos de Papel;Impressão e Reprodução de Gravações;Fabricação de Coque, de Produtos Derivados do Petróleo e de Biocombustíveis;Fabricação de Produtos Químicos;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Minerais Não-Metálicos;Metalurgia;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Equipamentos de Informática, Produtos Eletrônicos e Ópticos;Fabricação de Máquinas, Aparelhos e Materiais Elétricos;Fabricação de Máquinas e Equipamentos;Fabricação de Veículos Automotores, Reboques e Carrocerias;Fabricação de Outros Equipamentos de Transporte, Exceto Veículos Automotores;Fabricação de Móveis;Fabricação de Produtos Diversos;Manutenção, Reparação e Instalação de Máquinas e Equipamentos;Total
28 - Sergipe;Total;112668;13535;4909;52830;31111;60178;5963;5497;6805;34690;17220;473;14222;65465;1947;16195;2921;11213;2539;19629;1440;20353;9846;6029;517678
;2019;9486;789;62;3676;1749;3781;422;433;413;1581;866;48;754;4214;147;1246;107;1013;92;2860;25;1331;1021;479;36595
;2018;10804;820;336;3678;1812;3952;435;434;426;1529;1108;39;1074;4266;183;1155;123;1271;90;3282;26;1328;956;806;39933
;2017;10763;826;351;3547;1798;3962;440;408;469;2037;1280;30;1015;4272;175;1201;188;1029;120;3208;42;1430;932;385;39908
;2016;10934;861;365;3534;2001;4064;499;377;517;2379;1409;41;1020;4891;184;1112;230;829;118;2621;49;1591;950;430;41006
;2015;11001;904;392;3932;2598;4576;536;375;606;3575;1425;35;1099;5735;208;1397;239;755;138;2784;57;1742;976;640;45725
;2014;9149;976;379;4478;2887;4603;572;418;593;4024;1553;35;1099;6290;198;1633;317;747;162;2247;77;2110;995;590;46132
;2013;8382;976;395;4494;2812;5715;511;453;621;3950;1566;37;1097;6416;219;1702;225;917;138;866;82;2025;1092;558;45249
;2012;7917;1706;373;4282;2702;5997;621;437;700;4252;1637;35;1094;6267;112;1608;214;783;144;374;45;1846;816;491;44453
;2011;7233;1604;377;4422;2516;6491;434;413;641;4239;1363;50;1224;5517;76;1328;273;672;432;345;52;1831;747;377;42657
;2010;6861;1446;572;4446;2646;6037;563;372;551;3291;1378;40;1267;4445;178;1066;245;800;336;288;191;1478;481;443;39421
;2009;6092;1229;579;3792;2518;4442;360;385;434;2193;1333;34;1189;4593;77;952;242;746;232;268;190;1385;351;278;33894
;2008;6379;624;367;4156;2596;3446;313;478;479;1491;1183;15;1106;4516;96;1028;228;794;208;255;303;1197;268;255;31781
;2007;7667;774;361;4393;2476;3112;257;514;355;149;1119;34;1184;4043;94;767;290;857;329;231;301;1059;261;297;30924
29 - Bahia;Total;453528;80044;5598;93035;174214;424858;34412;81224;40384;43225;164632;11229;209933;223224;55984;125339;30947;46189;25423;117571;5679;82645;27223;93591;2650131
;2019;41086;6669;85;7174;11458;30264;2044;7003;2601;3072;12615;1157;17417;15255;3720;9418;1263;4208;1621;8195;288;6355;2292;6812;202072
;2018;42160;6353;166;7816;10783;29689;2181;7113;2922;2798;12955;1119;17669;16189;3591;9593;1237;3624;1621;8461;290;6379;2142;6799;203650
;2017;40377;6020;237;7485;11303;30516;2226;6960;2752;2803;12991;1020;17947;16301;3663;8634;1372;3720;1727;8705;301;6318;2250;6805;202433
;2016;37727;6365;424;7458;11420;30727;2400;6753;3567;2946;13086;991;17321;17229;3749;8642;1566;3846;1719;8237;357;6551;2253;7098;202432
;2015;38082;6437;415;6653;12505;27417;2749;6604;3470;3311;12976;1066;17568;19767;4334;9920;1680;4232;2158;9980;561;6721;2423;7057;208086
;2014;38015;7212;413;7911;13865;26962;2896;6768;3527;3840;13331;1043;18084;20357;4611;10600;2177;4629;2212;9464;663;7360;2590;8276;216806
;2013;36368;7235;395;7741;14158;29040;2832;6598;3592;4130;12901;1028;17435;20018;4712;11345;2724;4271;2103;10604;668;7080;2515;8331;217824
;2012;35000;6653;442;7881;15051;32818;2793;6305;3656;3470;12871;990;16877;19667;4706;10834;3297;3760;2075;9869;616;7028;2624;9033;218316
;2011;33663;6011;484;7617;15125;40095;2853;6017;3591;5575;12651;762;15894;18670;4702;11903;3581;3786;2351;8960;517;6471;2269;8028;221576
;2010;32085;5859;448;7242;15581;42501;2626;5830;3202;4472;12509;664;15045;17504;4508;11902;3068;3202;2006;8957;388;5828;1684;6418;213529
;2009;27554;5494;576;6044;14636;38600;2838;5237;2691;2375;11483;518;13539;15300;4384;9387;2659;2503;1993;8565;307;5371;1566;6595;190215
;2008;25226;4984;747;6323;14083;34507;2875;5180;2601;2319;12081;467;13276;14061;4841;6792;2971;2120;1862;8687;353;5148;1401;5920;178825
;2007;26185;4752;766;5690;14246;31722;3099;4856;2212;2114;12182;404;11861;12906;4463;6369;3352;2288;1975;8887;370;6035;1214;6419;174367
31 - Minas Gerais;Total;1998688;111486;20325;409987;936725;455603;139103;141608;124234;146128;292514;110448;373596;649943;838367;676153;170856;205916;261499;806842;24818;436010;185927;227149;9743925
;2019;179309;8704;1174;26177;59372;34384;8808;10789;8611;14763;23877;9241;26916;46111;60155;46298;12195;16440;18779;47682;1960;30916;16343;19828;728832
;2018;171867;8651;1279;25737;60337;34633;8859;11794;8423;12425;23036;9655;26961;46864;60221;43298;11809;15076;18076;48115;1765;31424;16359;19935;716599
;2017;170794;8204;1406;27873;64076;34877;9135;11293;8898;11525;23663;8895;26020;47087;56824;41976;11995;14950;16924;49547;1814;31292;14371;18468;711907
;2016;162058;8224;1674;27389;65669;35757;9455;10340;9037;11925;23606;9025;25986;49357;56535;42168;12218;15459;17026;48258;2011;30839;14155;17802;705973
;2015;165186;8496;1557;29105;68967;33344;9910;10652;9562;12204;22450;8838;28451;53045;57438;46437;12324;16491;19094;56961;2215;34104;14121;20052;741004
;2014;160608;8912;1557;33252;77750;37973;10845;13261;10266;13133;23691;9135;32356;57369;63509;53833;14679;17553;21788;70443;2405;38374;15548;20499;808739
;2013;156392;12352;1630;33019;78003;38722;11055;12733;10526;11958;23680;9165;31717;56806;69078;55134;14727;17742;23483;78305;2495;38532;15723;19327;822304
;2012;148652;10974;1748;33354;79265;36584;11242;11058;10942;11651;24284;8285;32760;54823;68335;58933;14661;16321;23783;81117;2542;37827;14807;18152;812100
;2011;149208;7402;1880;33652;80888;35462;11763;10195;10265;12725;23748;7634;30650;53961;70927;61288;14191;17001;23809;75097;2154;36851;13873;18189;802813
;2010;144249;7973;1678;34131;81545;36985;12006;10217;9880;9864;21782;8248;30445;50690;69568;63486;14328;15369;23029;72211;1691;34966;13031;15122;782494
;2009;131469;7435;1619;33555;74269;32037;11252;9522;9628;10065;20109;8479;28060;45692;64507;58060;12758;14084;18636;61386;1157;31946;12165;12506;710396
;2008;131208;7101;1595;35749;74687;32073;12389;9825;9507;8325;19473;7534;26566;44709;70921;54162;12503;15553;19200;59888;1323;30051;12375;13366;710083
;2007;127688;7058;1528;36994;71897;32772;12384;9929;8689;5565;19115;6314;26708;43429;70349;51080;12468;13877;17872;57832;1286;28888;13056;13903;690681
32 - Espírito Santo;Total;253779;16682;423;19480;172407;25128;43418;18427;23102;22460;24911;2714;53717;294521;88526;100027;2104;29181;29956;13752;10878;68814;13542;94081;1422030
;2019;23203;1040;0;1257;10382;1529;3117;1323;1631;1551;1983;356;2935;20920;6895;6833;111;2997;1951;1371;1626;4558;1166;8271;107006
;2018;22377;953;0;1149;10424;1486;3076;1234;1666;1525;2272;356;3697;21245;7268;7253;123;3097;1713;1146;1626;4580;1285;7786;107337
;2017;21793;995;0;1038;10809;1569;3086;1159;1640;1358;2274;305;3841;21424;7082;6559;132;3130;1675;916;1439;4399;1208;7088;104919
;2016;21341;926;73;1016;10950;1768;3114;1163;1774;1047;2156;265;3930;22337;7087;5879;97;3108;1852;895;1502;4756;951;8383;106370
;2015;21350;1475;62;1136;11551;2089;3569;1192;1870;1690;1959;187;4648;23904;7393;6475;159;3488;2264;1038;2066;5527;1035;7679;113806
;2014;21400;1436;60;1289;13914;2605;3587;1223;2090;1669;2146;193;4651;25722;7423;7653;118;3395;2717;1160;1349;6319;1144;7384;120647
;2013;20269;1651;62;1329;14237;2651;3523;1140;1918;1730;2069;204;4771;25198;6742;8314;223;3400;2696;1117;303;6090;1104;6638;117379
;2012;20349;1605;35;1353;14280;2549;3548;1188;1919;1778;1996;170;4761;24417;6368;9543;207;2394;2508;1183;220;5472;1089;7824;116756
;2011;19817;1375;33;1659;15520;2364;3574;1217;1848;1899;1924;139;4438;23757;6433;8859;241;1537;2301;1136;196;5532;1057;7885;114741
;2010;18173;1355;34;1881;15248;1803;3382;1544;1881;1912;1789;132;4401;22640;6557;7987;191;897;2663;985;229;5472;949;7742;109847
;2009;15311;1308;35;2100;14942;1587;3213;1916;1675;3036;1478;123;3793;21121;6073;8846;166;682;2470;935;153;5328;882;6374;103547
;2008;14156;1241;26;2058;14852;1571;3131;2087;1675;1866;1472;133;3996;20752;6620;9430;175;623;2617;949;39;5386;835;5695;101385
;2007;14240;1322;3;2215;15298;1557;3498;2041;1515;1399;1393;151;3855;21084;6585;6396;161;433;2529;921;130;5395;837;5332;98290
33 - Rio de Janeiro;Total;502602;168938;16872;92317;628802;43532;28705;102081;132387;184290;246201;119631;311620;259059;304803;343867;37836;44820;166934;168735;245403;93789;134140;325774;4703138
;2019;38914;12853;858;6076;36158;2032;1198;6324;7254;16107;14241;7164;19180;14524;24678;20354;1746;2249;10089;12479;8471;6014;8565;31257;308785
;2018;34574;12804;738;6045;39365;2132;1430;6824;8357;15987;15441;7949;22291;15759;22522;20464;2090;3916;8968;12560;8321;6107;8160;26073;308877
;2017;36695;12878;627;6025;40870;2625;1614;6733;8983;15082;16627;9224;22865;16522;23543;21097;2453;3725;9058;12520;10715;6420;8092;24931;319924
;2016;37409;13267;1236;6031;42109;2894;1686;6859;9682;17572;17959;8417;22833;18558;22706;22875;2561;3208;10051;8967;11494;6924;10590;24464;330352
;2015;40504;13872;1200;6456;46494;3002;2092;7552;10511;18110;19194;8900;25176;21314;23651;26553;2959;3479;11976;10522;17770;7545;11454;29560;369846
;2014;40545;13890;1041;7191;52543;3276;2457;8175;11692;18691;20627;9224;27532;23116;25169;29605;3823;4300;13665;13759;26150;8431;12684;35542;413128
;2013;39608;13741;1018;7356;54327;3612;2348;7670;11541;18960;21210;9168;26502;22965;25854;32542;3101;3811;15352;15198;26105;8073;12575;31364;414001
;2012;40484;15512;1244;6744;56515;3894;2443;8171;12114;18657;20417;10565;26029;22782;25639;31924;3032;3136;15737;14767;27456;7988;12060;26675;413985
;2011;39972;12977;1530;7196;56713;4449;2505;9108;11668;17920;19824;10259;26784;22989;24375;31182;3202;2979;15451;16461;24108;7928;11467;23334;404381
;2010;40438;12757;1682;7790;55149;3965;2476;9042;10920;15719;20653;10196;24609;21858;24274;27993;3586;3276;14160;15466;23981;7509;10319;22811;390629
;2009;39086;10834;1620;7552;52094;2841;2773;9049;10345;3823;20072;9957;23237;19426;20525;26912;3229;2866;14309;11911;21822;7287;9409;17536;348515
;2008;36013;11053;2003;8144;49297;4344;2792;8400;8732;4515;20567;9775;22682;19666;21577;27248;3177;4320;15359;12570;21460;6767;8449;16585;345495
;2007;38360;12500;2075;9711;47168;4466;2891;8174;10588;3147;19369;8833;21900;19580;20290;25118;2877;3555;12759;11555;17550;6796;10316;15642;335220
35 - São Paulo;Total;4636176;394120;20510;1340693;2079444;807119;332775;946397;578484;543017;1702044;697730;2503657;1369223;901370;2557052;857408;1223438;2364210;3252370;397164;772008;848299;614047;31738755
;2019;368062;29787;427;86909;125273;41821;21565;66974;35043;44082;130144;58889;177656;93100;48577;156514;48646;73890;155030;217792;22607;52282;65576;60582;2181228
;2018;362266;28099;319;87855;130555;46449;22106;65326;36761;41086;131023;54578;179129;93184;51043;156057;51271;68922;155869;221282;26865;53763;64657;56257;2184722
;2017;364925;29164;329;90107;139711;50820;22133;67390;37887;39942;129741;55405;179673;95905;51357;157513;52200;73112;153119;211382;26443;53142;63506;53844;2198750
;2016;365482;30359;1891;88137;142910;52845;23022;70175;40467;41408;128250;56465;174661;98170;52923;164960;54509;81045;157859;209763;28609;53687;64606;50478;2232681
;2015;376875;30264;1789;91811;151605;56211;24497;73509;43240;43468;130368;56947;180518;105380;61544;180507;62250;88989;175012;229299;32214;58660;66367;50297;2371621
;2014;379371;30958;1576;105225;169770;65007;26059;76214;47481;43417;137427;56054;201221;114079;69921;206761;73404;101713;199516;262269;33034;65394;71234;53008;2590113
;2013;379541;31457;1558;108535;175282;69827;27181;77116;48371;44243;137081;53608;206948;115796;74884;219023;74989;103410;214494;286542;33950;68058;71320;56542;2679756
;2012;371738;33876;1932;109309;176014;72139;27985;77464;49394;44271;134936;52316;204960;117661;78718;223087;75988;109621;208247;274991;32275;68106;69300;51906;2666234
;2011;366183;30952;1960;112754;180766;69739;28510;77785;50410;42641;137181;51014;204342;116408;83487;231343;77361;109449;204924;285805;32554;65684;68672;46685;2676609
;2010;349218;29945;2032;117315;181120;72658;27630;77636;50787;42186;137191;50459;208961;112609;83218;226686;75249;107402;190234;283509;32126;62953;67171;41731;2630026
;2009;329089;29906;2109;112614;170532;66018;25670;72458;47170;41969;126630;50851;196448;105272;75835;207734;68371;100238;175627;256722;29465;57012;61944;33996;2443680
;2008;316537;29915;2202;115127;169567;69246;28072;71691;47585;41437;124383;52377;198825;103063;85613;216799;73850;100357;192869;261865;33354;57550;58682;29830;2480796
;2007;306889;29438;2386;114995;166339;74339;28345;72659;43888;32867;117689;48767;190315;98596;84250;210068;69320;105290;181410;251149;33668;55717;55264;28891;2402539
41 - Paraná;Total;2220536;68517;9637;190183;831335;100068;493481;269640;100262;144513;257179;64544;381828;362177;96804;456328;132743;244208;376483;513810;21944;490578;155629;128136;8110563
;2019;199773;5372;660;12630;49840;6984;31851;23561;6929;6108;20773;5820;30134;25918;4786;32794;6728;16957;28468;39128;2274;33389;13839;12577;617293
;2018;184527;5208;632;13173;51668;7285;34717;23528;7164;6838;21524;5679;29423;26244;6852;31702;7460;16798;30219;37392;2040;34715;12624;11705;609117
;2017;186650;4988;655;13904;55241;7123;34547;22790;6634;6116;20709;5935;28894;26704;6597;31843;7315;16061;30510;35260;1808;34912;12572;11402;609170
;2016;173226;4984;899;13736;55341;7155;35188;21815;6704;8432;20272;5699;28470;27430;6694;32726;7406;16325;30372;34206;1851;34561;12162;11235;596889
;2015;187173;5214;804;13999;59003;7035;36522;21998;7242;9537;20376;5263;29254;30070;7059;35056;8953;16881;32534;36323;2748;37618;11825;12362;634849
;2014;186847;5276;751;15683;68457;7803;39070;21529;7969;11092;20990;5689;31873;32171;8380;37438;10779;20078;33655;41979;2677;43522;13085;10762;677555
;2013;177971;4986;706;16887;72587;9168;39508;20070;8519;12145;21218;5466;32039;32395;10198;38718;12159;21947;33102;46097;2486;43419;13015;10337;685143
;2012;154902;5475;659;17408;72009;8622;39358;19761;8303;11816;20633;5035;30415;30898;9538;39759;12465;25382;30785;43828;1113;42286;12464;9677;652591
;2011;166694;5907;643;15570;72859;8267;39375;19735;8303;11508;19786;4202;30125;29373;9317;38705;11626;22256;30400;46838;1090;41030;12473;9161;655243
;2010;160708;5671;861;14796;73408;8467;40613;19763;8533;11187;18727;4027;29883;28069;7559;38109;12604;20603;27644;43120;938;39618;11628;8851;635387
;2009;151372;5435;822;14104;68342;7665;37398;18667;8077;16464;17916;4174;27497;25256;6416;34364;13784;19403;23679;36666;1032;36082;10639;6922;592176
;2008;146005;5104;834;13865;68310;7412;40804;18736;7805;17279;17425;3879;27145;24699;6861;33773;11772;16382;23310;37107;936;35212;10768;7767;583190
;2007;144688;4897;711;14428;64270;7082;44530;17687;8080;15991;16830;3676;26676;22950;6547;31341;9692;15135;21805;35866;951;34214;8535;5378;561960
42 - Santa Catarina;Total;1347382;46108;8496;754688;1373102;124150;502759;254688;75997;4550;116512;10768;515930;434005;249938;429870;93700;385307;505743;199515;66737;360331;99458;87761;8047495
;2019;125424;4000;280;57080;103939;8810;38383;20953;6174;264;9955;1168;41574;32617;20307;33193;7093;31293;40761;20985;3758;28371;9990;9469;655841
;2018;118045;3858;481;57457;102134;8585;39372;20928;6121;308;9746;864;40033;31763;22032;32455;6859;27892;42248;18005;4134;27870;10070;8581;639841
;2017;115372;3823;537;57252;105593;8795;37621;20711;6066;232;9596;771;39337;31322;18749;32777;6669;29267;38538;15548;4482;27608;9261;8054;627981
;2016;106749;3548;525;54608;105664;8751;38033;20228;5986;252;9334;798;37843;32729;17495;31485;7648;27409;38866;14253;6148;27378;8909;7687;612326
;2015;108018;3672;496;53902;107119;9121;38188;20062;6308;369;9153;770;41121;35440;17755;33630;7823;29142;41654;14032;6954;28451;9101;8122;630403
;2014;105174;3658;546;59874;113224;9866;39483;20517;6682;355;9485;719;43830;36481;19688;36474;8804;35278;45643;15760;7831;29678;9056;8205;666311
;2013;103286;3602;711;60962;113489;10516;39742;20244;6635;347;9746;634;43405;37390;20401;37186;8251;34777;43527;16456;7012;29064;8374;7468;663225
;2012;88286;3475;810;57418;108825;10100;38660;20196;5994;386;9179;667;42397;36370;19520;35011;8255;33417;41466;15722;6277;28110;8199;6719;625459
;2011;101077;3335;787;58989;110445;10046;38673;19701;5910;342;8768;802;38760;36065;21590;36106;7471;31602;39598;14393;5521;26659;6281;5892;628813
;2010;96805;4010;782;62103;110721;10625;38545;18477;5458;422;8296;781;39465;34698;20196;33775;6543;29553;37067;13425;4447;27048;5703;4918;613863
;2009;91176;3681;903;59235;102727;9664;36884;17782;5242;396;8108;912;36289;29919;16588;30642;6080;25723;31807;13767;3683;26028;4908;4386;566530
;2008;92907;2784;830;58248;96159;9427;39023;17605;4896;448;7693;945;35134;30396;18334;30328;6503;25793;33371;14015;3476;26077;5002;4374;563768
;2007;95063;2662;808;57560;93063;9844;40152;17284;4525;429;7453;937;36742;28815;17283;26808;5701;24161;31197;13154;3014;27989;4604;3886;553134
43 - Rio Grande do Sul;Total;1535484;123360;75758;120569;291889;1574253;211073;134347;99728;24678;206019;29003;500609;246875;154802;754611;147805;156476;740952;583084;61448;480132;168661;138466;8560082
;2019;130092;9495;4549;8178;19537;99653;13780;10699;6284;1758;15646;2029;35844;17358;8295;51852;9212;10285;55798;39524;2522;33802;14673;10647;611512
;2018;129651;8478;4895;8321;20040;101823;14403;10357;6944;1688;16002;1891;37199;17268;8729;52682;9467;10416;55347;39900;1483;34487;13348;9546;614365
;2017;125434;8659;4705;9031;21296;105501;15002;10532;7116;1673;16264;1862;37616;17708;8969;53757;9468;9669;51434;36443;3223;34966;13309;10885;614522
;2016;123410;10156;5319;9067;21657;109427;15559;10689;7120;1722;16125;1944;36449;18709;8747;53676;9535;10049;51651;35475;7977;35414;13200;10202;623279
;2015;125255;10559;5670;9002;21766;109457;16185;10564;7521;2444;16918;2246;35159;19734;9913;57269;10972;11872;57522;40871;10097;38438;13641;10760;653835
;2014;125277;10759;6005;9919;24013;117280;17123;10658;8007;2210;17159;2259;41207;21002;11671;62974;12016;13277;66490;49391;9743;41843;14236;12872;707391
;2013;120541;10108;6473;9677;24338;124750;17454;10537;7804;2735;17237;2359;40472;20966;13110;66134;12803;14060;69217;55368;9154;42129;14119;11260;722805
;2012;117343;10106;6451;9616;23349;128899;17402;10011;8102;1147;16185;2421;40581;21956;13252;66117;12502;13864;62039;52103;7789;41437;13493;12681;708846
;2011;117359;9580;6179;9925;25040;133778;17227;10292;8039;1996;15786;2387;40964;21984;14159;65174;14132;13790;62618;54207;3855;39661;13005;11428;712565
;2010;112713;9810;6291;10303;25130;138574;17091;10243;8030;2081;15760;2448;40785;20130;14372;59668;13616;13151;58809;51058;2018;37320;12723;10690;692814
;2009;105050;9129;6401;9249;22223;129945;16394;10019;7948;1821;14432;2382;37003;18067;13280;56219;11983;11637;50337;42219;1461;34080;11860;9850;632989
;2008;103786;8213;6318;9347;22437;132719;16359;9765;8652;1801;14231;2518;37939;16899;15308;56055;11303;12651;52059;44767;1165;33661;10987;9146;638086
;2007;99573;8308;6502;8934;21063;142447;17094;9981;8161;1602;14274;2257;39391;15094;14997;53034;10796;11755;47631;41758;961;32894;10067;8499;627073
50 - Mato Grosso do Sul;Total;516193;13685;426;28685;64317;42091;20812;36543;11413;126700;11650;1630;28038;48075;14152;36969;445;18853;10262;5128;574;11890;11011;19432;1078974
;2019;46622;1018;18;1592;3451;3124;1242;5579;631;8471;1097;156;2154;3117;1197;3238;47;1318;629;347;11;1051;1340;2136;89586
;2018;45118;967;6;1730;3531;3324;1253;6374;711;11518;1013;131;2286;3341;1133;2903;54;1430;651;371;16;1049;1300;2032;92242
;2017;43687;912;17;1847;3712;3313;1137;2332;651;10813;1078;161;2239;3427;960;2867;6;1500;697;327;21;1190;1353;1815;86062
;2016;42582;989;49;1936;4034;3334;1214;3582;701;9938;1063;147;2350;3739;978;2858;6;1384;759;324;16;1221;1308;1704;86216
;2015;43527;971;48;2008;4465;3420;1324;3597;815;10042;1080;82;2260;4083;1058;3047;13;1363;828;376;18;1214;1078;1789;88506
;2014;43188;936;37;2934;5205;3625;1442;3220;917;11802;947;108;2412;4438;1259;2973;38;1925;1010;449;18;1225;943;1838;92889
;2013;41230;1151;36;2864;6055;3881;1653;2995;956;12095;916;81;2333;4610;1132;3108;26;2189;1112;446;40;960;838;1654;92361
;2012;40490;1733;44;2708;6383;3883;1780;2069;942;12726;888;117;2440;4249;1147;3391;12;1622;878;496;40;826;408;1687;90959
;2011;34593;1146;36;2431;6600;3594;1816;1634;948;11576;870;123;2333;4024;1025;3186;36;1833;840;464;34;742;558;1233;81675
;2010;33587;1126;39;2329;6753;3069;1954;2298;1101;9923;803;111;2071;3730;946;2820;36;1722;880;410;70;714;463;1008;77963
;2009;35590;1047;38;2102;5404;2825;1773;1565;1062;8200;749;104;1716;3082;796;2362;12;1226;707;396;54;606;475;763;72654
;2008;32180;894;27;2125;4537;2367;2031;858;1046;6154;596;118;1449;3253;1244;2116;58;842;672;388;92;554;563;1147;65311
;2007;33799;795;31;2079;4187;2332;2193;440;932;3442;550;191;1995;2982;1277;2100;101;499;599;334;144;538;384;626;62550
51 - Mato Grosso;Total;563396;37569;418;23831;22090;21821;163348;2871;23047;64872;25475;207;35692;84009;10983;46613;471;6689;12828;8102;1532;34020;7329;21466;1218679
;2019;51460;3146;0;1790;1652;1529;9626;206;1250;6395;2441;9;2636;6378;759;4123;40;644;1031;637;165;2528;758;2673;101876
;2018;47365;3001;0;1770;1671;1643;9558;205;1342;5348;2404;33;2554;6105;575;3725;47;651;1053;623;154;2571;701;2339;95438
;2017;48113;2679;0;1647;1706;1793;9413;207;1448;4766;2446;15;2670;6172;478;3452;31;566;1079;588;103;2549;702;2297;94920
;2016;41621;2822;45;1438;1657;1669;9571;221;1585;4850;2454;8;2821;6236;537;3400;37;578;1051;608;102;2673;648;1980;88612
;2015;43896;2941;43;1981;1793;1504;10474;231;2134;4820;2456;13;2724;6870;1006;3709;36;455;1022;679;118;3015;657;1934;94511
;2014;47060;3269;43;2132;1974;1900;11756;277;2060;5126;2103;18;2891;7386;1123;3544;53;522;1236;772;71;3339;708;2108;101471
;2013;48700;3021;40;2362;1989;1984;12769;264;1899;5415;2086;13;2932;7963;933;4122;47;529;1230;761;114;3153;670;1931;104927
;2012;38767;2873;45;2556;1891;1834;13525;277;2124;5545;1652;17;2939;7335;938;3920;45;515;1213;689;152;3029;598;1716;94195
;2011;41862;3160;46;2281;1671;1577;13959;256;2248;5386;1754;14;2944;6481;925;3504;52;478;1155;628;142;2823;527;1124;94997
;2010;38836;2990;45;1704;1575;1603;14820;210;2305;5129;1597;13;2966;6282;941;3468;23;526;841;603;129;2238;398;957;90199
;2009;40503;2690;42;1271;1430;1477;15116;184;1897;3976;1460;13;2796;5790;872;3069;17;425;685;480;116;1981;338;894;87522
;2008;37891;2517;44;1485;1578;1386;15745;176;1805;3967;1316;23;2589;5857;1014;3605;39;480;718;507;85;2192;332;851;86202
;2007;37322;2460;25;1414;1503;1922;17016;157;950;4149;1306;18;2230;5154;882;2972;4;320;514;527;81;1929;292;662;83809
52 - Goiás;Total;1001490;69896;1300;41934;305363;64209;18427;59227;35692;232658;109076;137977;79592;158437;22945;119376;4301;14321;44726;67704;2203;89238;40830;56101;2777023
;2019;87427;4566;74;2946;20026;4234;1394;4734;2594;19453;9919;12120;5695;9655;3062;9836;218;1673;3129;4912;143;6211;3815;6892;224728
;2018;82687;5788;94;2923;20274;4474;1391;4482;2605;18319;10181;12393;5655;10116;1644;8845;266;1631;3514;4816;123;6583;3644;6085;218533
;2017;83412;5911;69;2868;22150;4462;1105;5300;2759;20704;10208;12069;5868;10870;1315;8580;248;1304;3407;4632;125;6448;3583;4925;222322
;2016;78993;5563;181;2916;23057;4292;1350;5017;2776;19207;9381;11970;5913;10949;1818;8241;369;1466;3510;4774;131;6733;3701;5572;217880
;2015;84853;5462;157;3301;24564;4597;1294;6150;2847;18064;7661;12016;6155;13650;1773;9626;425;1836;3495;5404;211;7421;3820;6181;230963
;2014;86007;5834;148;3889;26563;5233;1384;6516;2816;20467;8114;11994;6464;14750;1920;10488;458;1778;3974;6934;211;8178;3836;6123;244079
;2013;85025;5992;50;3897;27831;5843;1440;6104;3177;19725;7876;11184;6727;14846;1933;10471;412;1032;4378;6908;197;8226;3749;4493;241516
;2012;79339;5866;84;3466;27582;6014;1544;4984;3027;19365;7597;9784;6969;14686;1552;10432;410;854;4290;6191;231;8341;3238;4330;230176
;2011;73107;5660;90;3261;25614;5733;1757;3860;2897;19970;8339;10044;6325;14617;1736;9961;373;757;3975;6026;179;7677;2894;3532;218384
;2010;68122;5144;92;3310;24187;5010;1620;3259;2802;14697;8379;9394;6259;12824;1529;9014;374;658;3283;5416;138;6928;2645;2849;197933
;2009;64034;4608;88;3297;21414;4155;1528;3170;2606;15011;7624;8489;5958;10953;1560;7965;345;360;2730;4257;173;6285;2158;2163;180931
;2008;64402;4894;85;3060;20854;4702;1394;2961;2504;15450;6911;8126;6004;10546;1651;8421;211;505;2820;3790;181;5368;1983;1765;178588
;2007;64082;4608;88;2800;21247;5460;1226;2690;2282;12226;6886;8394;5600;9975;1452;7496;192;467;2221;3644;160;4839;1764;1191;170990
53 - Distrito Federal;Total;107498;30702;843;1801;14805;1551;8754;3465;21905;784;5296;17596;7492;33140;1883;29196;4472;5803;4518;2761;544;16529;7468;15449;344255
;2019;9983;2119;11;161;1206;101;585;130;1410;16;431;1571;613;2417;38;1861;193;312;165;223;9;1049;774;1228;26606
;2018;9377;1976;0;164;1258;96;553;153;1373;3;438;1545;621;2445;42;1883;245;364;148;192;14;1005;737;1340;25972
;2017;9258;1900;0;140;931;99;558;194;1347;0;413;1276;535;2881;56;1831;418;376;142;181;15;952;631;1193;25327
;2016;8959;2112;100;171;945;92;522;279;1479;0;431;1725;506;2684;75;1962;428;337;148;209;1;1115;624;1214;26118
;2015;9245;2276;90;164;1018;109;627;236;1554;0;358;1742;455;2702;137;2460;369;356;294;214;2;1291;677;1323;27699
;2014;8203;2463;86;147;1162;135;745;247;1638;0;439;1620;632;2755;131;3002;367;718;339;220;50;1352;676;1528;28655
;2013;8208;2540;84;131;1077;144;707;254;1721;82;440;1660;673;2940;110;3313;356;583;430;207;55;1503;652;1422;29292
;2012;8143;4155;95;128;1256;192;900;303;1909;164;458;1367;648;3117;111;2978;293;615;706;245;59;1696;599;1452;31589
